profile_case,kernel_name_raw,kernel_family,invocations,section,metric_name,metric_unit,metric_min,metric_max,metric_avg,source_group
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,GPU Speed Of Light Throughput,L1/TEX Cache Throughput,%,92.83,93.11,92.98,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,GPU Speed Of Light Throughput,L2 Cache Throughput,%,33.68,33.92,33.79,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,GPU Speed Of Light Throughput,Compute (SM) Throughput,%,47.1,47.49,47.34,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Block Size,96.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Grid Size,940.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Registers Per Thread,register/thread,21.0,21.0,21.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Shared Memory Configuration Size,Kbyte,65.54,65.54,65.54,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Driver Shared Memory Per Block,Kbyte/block,1.02,1.02,1.02,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Dynamic Shared Memory Per Block,Kbyte/block,1.92,1.92,1.92,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Static Shared Memory Per Block,byte/block,0.0,0.0,0.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,# SMs,SM,8.0,8.0,8.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Uses Green Context,0.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Launch Statistics,Waves Per SM,7.34,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Memory Workload Analysis,Mem Busy,%,89.67,90.43,90.13,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Memory Workload Analysis,Max Bandwidth,%,42.07,42.42,42.28,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Memory Workload Analysis,L1/TEX Hit Rate,%,46.5,66.62,49.14,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Memory Workload Analysis,L2 Compression Success Rate,%,0.0,0.0,0.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Memory Workload Analysis,L2 Compression Ratio,0.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Memory Workload Analysis,L2 Hit Rate,%,54.38,54.53,54.46,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Memory Workload Analysis,Mem Pipes Busy,%,32.67,32.95,32.84,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Occupancy,Block Limit SM,block,16.0,16.0,16.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Occupancy,Block Limit Registers,block,28.0,28.0,28.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Occupancy,Block Limit Shared Mem,block,22.0,22.0,22.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Occupancy,Block Limit Warps,block,16.0,16.0,16.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Occupancy,Theoretical Active Warps per SM,warp,48.0,48.0,48.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Occupancy,Theoretical Occupancy,%,100.0,100.0,100.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Occupancy,Achieved Occupancy,%,92.68,93.19,92.97,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft<47, EPT<2>, 4, 21, 1, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T10>) (940, 1, 1)x(24, 4, 1)",prime_fft,24,Occupancy,Achieved Active Warps Per SM,warp,44.49,44.73,44.63,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,GPU Speed Of Light Throughput,SM Frequency,Mhz,997.96,1001.56,999.57,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,GPU Speed Of Light Throughput,Memory Throughput,%,77.23,78.9,78.31,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,GPU Speed Of Light Throughput,Duration,us,75.58,77.79,76.6,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,GPU Speed Of Light Throughput,L1/TEX Cache Throughput,%,81.14,81.46,81.32,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,GPU Speed Of Light Throughput,L2 Cache Throughput,%,35.8,36.82,36.29,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,GPU Speed Of Light Throughput,Compute (SM) Throughput,%,75.01,76.59,76.01,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Block Size,192.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Grid Size,480.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Registers Per Thread,register/thread,22.0,22.0,22.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Shared Memory Configuration Size,Kbyte,65.54,65.54,65.54,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Driver Shared Memory Per Block,Kbyte/block,1.02,1.02,1.02,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Dynamic Shared Memory Per Block,Kbyte/block,3.46,3.46,3.46,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Static Shared Memory Per Block,byte/block,0.0,0.0,0.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,# SMs,SM,8.0,8.0,8.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Uses Green Context,0.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Launch Statistics,Waves Per SM,7.50,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Memory Workload Analysis,Mem Busy,%,77.23,78.9,78.31,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Memory Workload Analysis,Max Bandwidth,%,64.41,65.76,65.26,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Memory Workload Analysis,L1/TEX Hit Rate,%,16.45,16.54,16.49,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Memory Workload Analysis,L2 Compression Success Rate,%,0.0,0.0,0.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Memory Workload Analysis,L2 Compression Ratio,0.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Memory Workload Analysis,L2 Hit Rate,%,49.94,50.01,49.97,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Memory Workload Analysis,Mem Pipes Busy,%,40.7,41.56,41.24,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Occupancy,Block Limit SM,block,16.0,16.0,16.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Occupancy,Block Limit Registers,block,14.0,14.0,14.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Occupancy,Block Limit Shared Mem,block,14.0,14.0,14.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Occupancy,Block Limit Warps,block,8.0,8.0,8.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Occupancy,Theoretical Active Warps per SM,warp,48.0,48.0,48.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Occupancy,Theoretical Occupancy,%,100.0,100.0,100.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Occupancy,Achieved Occupancy,%,92.61,92.99,92.78,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void prime_fft_factor<47, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (480, 1, 1)x(8, 24, 1)",prime_fft_factor,24,Occupancy,Achieved Active Warps Per SM,warp,44.45,44.63,44.53,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,GPU Speed Of Light Throughput,SM Frequency,Mhz,996.07,1000.52,998.64,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,GPU Speed Of Light Throughput,Memory Throughput,%,51.66,54.39,53.16,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,GPU Speed Of Light Throughput,Duration,us,45.7,48.03,46.69,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,GPU Speed Of Light Throughput,L1/TEX Cache Throughput,%,15.45,15.74,15.58,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,GPU Speed Of Light Throughput,L2 Cache Throughput,%,51.66,54.39,53.16,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,GPU Speed Of Light Throughput,Compute (SM) Throughput,%,68.75,70.42,69.5,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Block Size,256.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Grid Size,353.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Registers Per Thread,register/thread,20.0,20.0,20.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Shared Memory Configuration Size,Kbyte,32.77,32.77,32.77,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Driver Shared Memory Per Block,Kbyte/block,1.02,1.02,1.02,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Dynamic Shared Memory Per Block,Kbyte/block,2.05,2.05,2.05,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Static Shared Memory Per Block,byte/block,0.0,0.0,0.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,# SMs,SM,8.0,8.0,8.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Uses Green Context,0.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Launch Statistics,Waves Per SM,7.35,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Memory Workload Analysis,Mem Busy,%,23.63,24.88,24.32,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Memory Workload Analysis,Max Bandwidth,%,51.66,54.39,53.16,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Memory Workload Analysis,L1/TEX Hit Rate,%,0.0,0.0,0.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Memory Workload Analysis,L2 Compression Success Rate,%,0.0,0.0,0.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Memory Workload Analysis,L2 Compression Ratio,0.00,,,,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Memory Workload Analysis,L2 Hit Rate,%,49.92,49.92,49.92,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Memory Workload Analysis,Mem Pipes Busy,%,5.59,5.73,5.66,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Occupancy,Block Limit SM,block,16.0,16.0,16.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Occupancy,Block Limit Registers,block,10.0,10.0,10.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Occupancy,Block Limit Shared Mem,block,10.0,10.0,10.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Occupancy,Block Limit Warps,block,6.0,6.0,6.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Occupancy,Theoretical Active Warps per SM,warp,48.0,48.0,48.0,jetson_fno_profile_ncu
darcy_r85_ts_fp32_ncu,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (353, 1, 1)x(256, 1, 1)",regular_fft_factor,24,Occupancy,Theoretical Occupancy,%,100.0,100.0,100.0,jetson_fno_profile_ncu
